source1_entity_id	matched_entity_ids
S1-354726755	S3-630281417
S1-197407148	S2-155400289,S3-218256327,S3-97208867
S1-934129786	S2-973781787,S2-703741217,S2-960517311,S3-981046986
S1-36218729	S2-258631134,S3-83296649
S1-172157434	S2-740333626,S3-202429456,S3-93746448
S1-833996116	S2-57735345,S2-810779065,S3-589911008,S3-260771846
S1-792412276	
S1-924393547	S2-827385680,S3-703508028,S3-647593413,S3-390395113
S1-26580320	S2-741430752,S3-307197049
S1-973989862	
S1-894142004	S2-475827167,S3-643945912,S3-551248059
S1-795314295	S3-238008282
S1-167703536	S2-164708647,S3-234980980,S3-408947707,S3-138799514,S3-214462765
S1-443574814	S2-493720384,S2-819338337,S3-848841558,S3-316491975,S3-721904453
S1-525832066	S3-171280954
S1-944808909	S3-416610485
S1-700871458	S2-641392424,S2-528616880,S2-41202330,S3-891980340,S3-637966513,S3-248197744
S1-722985490	
S1-119268840	S2-963328944,S3-255767745
S1-728237267	S2-826087064,S2-269747129,S2-389948691,S2-561282995,S2-182841187,S3-130202587,S3-906213311
S1-941106540	S2-901933207,S3-298783767,S3-611253669
S1-367421960	S2-417260260,S2-763362690,S3-860265541
S1-240318864	
S1-307784833	S2-997867022,S2-824301572,S3-819391961
S1-436460508	S2-770705000,S2-365374772,S3-972372707,S3-623435526,S3-607685857
S1-557827437	S2-683716827,S3-89006088
S1-836137713	S2-729903669,S3-389951264
S1-922606010	
S1-370458240	S2-314708915,S3-366232344,S3-374127608
S1-204528893	S2-69220722,S2-580715212,S3-394796423
S1-243863621	S2-162550513,S3-895757692
S1-710247196	S2-828206837,S2-748382676,S3-270060283
S1-339563211	S2-709067806,S3-147107909
S1-127258299	S3-981348101,S3-478193647,S3-101105164
S1-322161096	S2-338414736,S3-982110073,S3-126834046
S1-964560017	S2-929248890,S2-97076482,S3-542816661,S3-128613632
S1-417023211	S2-652351475,S3-782921909,S3-962271174
S1-439484610	S2-781521747,S2-55507984,S3-240420864,S3-588576858
S1-252082465	S2-662321587,S2-69244534
S1-927675735	S2-43009928,S2-583862964,S3-299900442,S3-490365210,S3-898744154
S1-792972723	S2-982668380,S2-645740989,S2-830353897,S3-232286644,S3-372113055
S1-189942729	S2-514439614,S2-138673441,S3-245795611,S3-523524493
S1-190673886	S2-353944191,S3-339226706,S3-330752432,S3-745892946
S1-658836258	S2-130998254,S3-337652046
S1-869471354	S3-968004508,S3-725060632,S3-541640206
S1-954288988	S2-293761796,S3-294627914
S1-171975950	S2-222001073,S2-120039932,S3-486250880
S1-334265195	S2-616091351,S3-453772109
S1-363664485	S2-111245235,S2-70522267,S3-850566024
S1-77473714	S2-684800204,S2-911666147,S2-406489647,S2-624173725,S3-449569990,S3-433231317,S3-476270010,S3-609878578
S1-989520130	S2-448595959,S3-341902924,S3-108599953,S3-404909334
S1-807976497	S3-551144018,S3-296900729,S3-925493983
S1-132883510	S2-486780532,S2-736427946,S3-746488814,S3-515698103,S3-467162612
S1-697277601	S2-225108492,S2-930923714,S3-152725352,S3-121779968,S3-302219531,S3-791810125
S1-349424940	S2-351671665,S3-454225281
S1-30610471	S2-593407190,S2-610657841,S3-616186317
S1-366287290	S2-668488329,S2-1488858,S2-255519263,S3-494224820,S3-782508085,S3-909959036
S1-138167731	S2-771722264,S2-702122692,S2-961782702,S2-742044206,S2-476479644,S3-611166492,S3-911094882
S1-145891061	S2-646952888,S2-327366512,S3-259953526,S3-388316863
S1-738691408	S2-983729301,S3-333486763
S1-50090178	S2-264838136,S2-592371902,S2-146263323,S3-902755514,S3-521789485
S1-711509575	S2-18728958,S2-58168512,S2-586841053,S3-365664904,S3-680449050
S1-313589402	S2-667531864,S3-227933329
S1-337094601	S2-792713263,S3-532849154,S3-142726943,S3-154562624
S1-737640804	S2-111420301,S2-579944854,S2-533147013,S3-833331477,S3-669099138,S3-182556459
S1-45442098	S2-433536498,S2-618437332,S3-769485008
S1-297774386	S2-597120305,S2-277072765,S2-80037762,S3-12502583,S3-437387513,S3-814290506
S1-818256367	S2-952684219,S2-762208322,S3-805586240
S1-286120360	S2-991632319,S3-5814549,S3-596778902
S1-743090616	S2-353181113,S2-385851834,S3-837106226
S1-882525659	S2-452449749,S2-331216462,S2-486143715,S3-837185271,S3-502255453,S3-330390752
S1-178740023	S2-26747692,S2-850604586,S2-649336534,S3-103425334,S3-215456384,S3-158032642,S3-606139865
S1-331792942	S2-80837,S2-511236532,S2-551376920,S3-626294553
S1-521225744	S2-550928152,S3-160566241
S1-381942670	S2-435409127,S2-858843641,S3-957099375
S1-556390144	S2-256824352,S2-20920655,S2-374764376,S3-307189218
S1-518642842	S2-367475285,S2-325133564,S3-721648425
S1-267819935	S2-250665600,S3-440221184,S3-228261728,S3-270168410
S1-486517981	S2-447513195,S2-85302773,S3-821953724,S3-449653778
S1-416477215	S2-179005197,S2-59904140,S3-20987966,S3-132543517
S1-639099730	S2-887370357,S2-115788853,S3-863970609,S3-130660965
S1-996381829	S2-755908491,S3-560789717
S1-487519243	
S1-974325594	S2-840167676,S2-560204573,S2-585029398,S3-658837362,S3-944108014,S3-771268703,S3-878211985
S1-310269716	S2-428151788,S2-704996989,S3-114742168,S3-523620631,S3-842975194,S3-713117603
S1-159030863	S2-390482003,S2-933690805,S3-961450178,S3-202039393,S3-704365520
S1-102853901	S2-562682853,S2-544676059,S3-479176437,S3-162863193
S1-342966896	
S1-525794098	S2-136712340,S2-600373873,S3-775072271
S1-703613314	S2-909469749,S2-415329397,S3-706713880,S3-576290001
S1-195582783	S2-812506529,S2-448644839,S3-255976808,S3-876071147,S3-400314868
S1-563829071	S2-298959722,S2-140264710,S2-811713091,S2-845207948,S3-364889767,S3-505505497,S3-503741227
S1-274865327	S2-870971862,S2-951671959,S3-952111821
S1-299133728	S2-315563015,S2-479944888,S3-599906496,S3-995134677,S3-76572287
S1-150265065	S2-332097037,S3-227944975,S3-526812808,S3-736347393,S3-487828272
S1-168101607	S2-750404825,S2-215823816,S2-807698501,S3-339986913,S3-343767718
S1-875023677	S2-51071265,S2-615511845,S2-118423833,S2-552058569,S2-693289447,S3-347285949
S1-977872333	S2-639593761,S2-830630673,S3-362790218
S1-109868929	S2-918206888,S2-761883742,S3-819458377
S1-664954218	S2-724544586,S3-118271258,S3-97968392
S1-611458368	S2-78058774,S2-943855278,S3-885484515
S1-980512711	S2-71048759,S3-246753091,S3-397585051,S3-514715445
S1-114965632	S3-614554518
S1-542613161	S2-660725305,S3-519524486,S3-606777618,S3-580743610
S1-596159058	S2-491736266,S3-810787724
S1-703020159	S2-833338693,S3-594432304,S3-458865825
S1-611344251	
S1-989256963	S2-461505289,S3-169471283,S3-479093658
S1-907718048	S3-704961920
S1-792142350	S2-837550296,S2-235237568,S2-104183147
S1-220375902	S2-749978658,S3-743733175,S3-110605899,S3-760499676,S3-82693558
S1-878225187	S2-820162005,S2-296454782,S3-540892700,S3-276321961
S1-660441975	S3-291944347,S3-370573829,S3-950926608
S1-722799320	S2-203748931,S2-961995177,S3-58299523
S1-173637371	S2-731997294,S2-319233425,S2-195863874,S3-462186702,S3-728544381
S1-789856502	S2-948174703,S2-517738362,S2-681741860
S1-178956988	S2-396445197,S2-195093751,S3-712486179,S3-277577604
S1-954530352	S2-603032036,S2-266775104,S3-350580845,S3-479071018,S3-937352747,S3-768961883
S1-922193160	S2-38394261,S2-763507260,S2-36500276,S3-916144760,S3-255344530,S3-378198405,S3-535511470
S1-303067617	S2-106873253,S3-120502429,S3-221698989,S3-141377177
S1-948311317	S2-8406952,S3-834354923
S1-344669671	S2-966985435,S2-256489225,S2-548509219,S2-503290649,S3-294495614,S3-981556628
S1-361533293	S2-369788374,S2-193810664,S3-383666516
S1-885474434	S2-313987040,S3-182819624,S3-854578017,S3-883521110
S1-820811852	S2-905928393,S2-453896469,S2-147271047,S2-845344715,S3-730030805,S3-485976529,S3-881801737
S1-113007213	S2-421293483,S3-447771286,S3-898842030,S3-314868737
S1-157050918	S2-104778366,S2-879470389,S2-807913867
S1-318300731	S2-893530395,S2-192130752,S2-135769324,S3-423431966
S1-64257398	S2-916553157,S3-680142243,S3-750743199
S1-220077939	S2-169068977,S3-209803312
S1-48118492	S2-215653701,S2-968196660,S2-707151604,S2-143703211,S3-159337888
S1-188910386	S2-957892162,S3-673216697,S3-88278127,S3-925760146
S1-324612202	S2-911613280,S2-153185963,S2-709271185,S3-406073910
S1-145313217	S2-283106637,S3-276787451
S1-767969618	S2-934770550,S2-724604530,S3-386287994,S3-108008993,S3-311855282
S1-152274035	S2-920154773,S2-500780278,S2-471571704,S3-896352911,S3-203323715
S1-82248637	S2-937740257,S2-318614087,S3-973942049
S1-240897547	S2-91246345,S3-635167078,S3-901911383
S1-841203122	S2-863014049,S2-281519409,S3-232498774,S3-642780633
S1-178948263	S3-868077795,S3-610761489
S1-711557749	S2-424991547,S2-377265768,S3-774853274
S1-287629733	S2-128251045,S3-398717341,S3-707571524
S1-282337731	S2-635372204,S3-117067585,S3-175067668
S1-829097229	S2-343352878,S2-648680575,S3-132906048
S1-151051546	S2-977725246,S3-804732926,S3-793638007,S3-501897322,S3-642600066
S1-507735372	S2-661974340,S3-661307402,S3-188603870,S3-708467705,S3-493251908
S1-583686303	S3-180854023,S3-86873814
S1-433666052	S2-782158038,S2-796904990
S1-160588816	S2-757206293,S3-640696137
S1-671233372	S2-516357261,S3-899677067
S1-447277561	S3-765728274,S3-251118256
S1-189078776	S2-927035501
S1-968470014	S2-733667476,S2-773790787,S3-164000722,S3-636874033
S1-292568087	S2-147045433,S2-21893792,S3-48887240,S3-649444161,S3-907198208
S1-116549848	S2-413504378,S2-928903647,S3-510717158,S3-461987079,S3-534540519
S1-764784806	S2-940920703,S3-599266856,S3-297520332
S1-220233458	
S1-798166074	S2-961208892,S2-305262060,S2-107174613,S3-507390842
S1-760445782	S2-184425538,S2-874176623,S2-309847747,S3-219017194,S3-351977784,S3-714441031
S1-588923428	S2-858056041,S3-926913099,S3-954564743
S1-73381745	S2-658342307,S3-476700451,S3-776327126,S3-70630273
S1-248897696	S2-19393278,S3-98537587,S3-439874550,S3-444159145
S1-374448183	S2-189157425,S3-847480729,S3-465187442,S3-240409887
S1-232645690	S2-479467151,S2-269860965,S3-480508134,S3-217123586,S3-108956185
S1-32509364	S2-897588117,S3-600098150,S3-555534865
S1-838479227	S2-996813901,S3-806132809,S3-696510842
S1-62216161	S2-577257345,S2-631182574,S2-839078713,S2-50508225,S3-397739741,S3-96796102
S1-706758313	S2-609749396,S3-751927926
S1-962871372	S2-285301468,S3-762766857,S3-484437996,S3-331302112,S3-101741871,S3-760259619
S1-542487149	S2-12804,S3-427150312,S3-732523980,S3-886779838,S3-556442988,S3-243791692
S1-632999592	S2-906542356,S3-370936290
S1-646359343	S2-709380930,S2-626691479,S3-690239796,S3-939365889
S1-483126145	S2-751681208,S2-28299822,S3-234003863,S3-752872180
S1-39307857	S2-771704801,S2-453630081,S2-745102044
S1-881218309	S2-277619873,S3-855351542
S1-298079568	S2-499421691,S2-826479676,S2-640370969,S3-654700035
S1-824581529	S2-983819025,S2-973893830,S3-827805482,S3-287640307
S1-125141941	S2-254655831,S2-461130481,S3-722996254,S3-787009871
S1-554050436	S2-629212327,S3-640136098
S1-383353775	S2-422952384,S2-848434848,S2-663127347,S3-809166323,S3-537097955,S3-969692318,S3-851805728
S1-455563769	S2-339006369,S2-58529434,S3-862173526
S1-456832356	S2-731141633,S3-279963239,S3-135458790
S1-587792162	S2-594696656,S3-678977883,S3-532101116,S3-26454662,S3-396781830
S1-710912446	S2-841702537,S3-857750204
S1-228826226	S2-620631958,S3-450316212,S3-465193731,S3-763434610
S1-988050319	S2-836287393,S2-737494528,S2-329288523,S3-254025312,S3-546242632,S3-216691242
S1-391889849	S2-454447197,S3-295244791,S3-894510760,S3-826145940
S1-537225931	
S1-452962601	S2-825605323,S2-385822604,S2-977239274,S3-49933194
S1-166374889	S2-542247271,S2-693535560,S2-419461700,S3-837182430,S3-331867713
S1-212059418	S2-387481667,S3-48592378,S3-424835362,S3-299201649,S3-393044199,S3-619322820
S1-905612996	S2-894702565,S3-274024319
S1-497063735	S2-403726150,S2-103225970,S2-286814466,S3-601440565
S1-768234896	S2-463195079,S3-85069011,S3-667218241
S1-181834911	S2-211828304,S2-5043678
S1-368638539	S3-265071464,S3-918869357,S3-132988572
S1-98221163	S2-11430336,S2-620980825,S3-121343649,S3-532722834,S3-296786736
S1-608919731	S3-723428917,S3-346691343
S1-280736347	S3-686598423
S1-858864997	S3-460738068
S1-75556362	S2-635589858,S3-501790290,S3-487084129
S1-348896585	S2-877505778,S3-201674072,S3-721270317,S3-534885337
S1-576090285	S3-27680675,S3-972430547
S1-246341106	S2-429505251,S3-437266057
S1-668895250	
S1-520536118	S2-981506096,S2-807363065,S3-530413198
S1-183823944	S2-691368088,S2-696980185,S2-33102139,S3-465983182
S1-824708324	S2-732152949,S3-18114905,S3-190550153,S3-455228957
S1-281050399	S2-554738744,S2-119525975,S3-620068671,S3-865768171
S1-214786373	S2-486670843,S2-415520934,S3-734943488
S1-39174905	S3-214917667
S1-654574352	S2-645712240,S3-211016320,S3-168209666
S1-50275474	S2-83144698,S3-901158005
S1-238220593	S3-632353084,S3-411109126,S3-908143351
S1-201986945	S2-956227957,S2-990255008,S3-646463686,S3-455409469,S3-569056393
S1-808011494	S2-552490147,S2-595251057,S3-704273665,S3-203378564
S1-274614255	S2-619211343,S3-368507009,S3-204055301,S3-676020117
S1-358539163	S2-256397725,S2-31862736,S2-925375585,S3-601787021,S3-930289445,S3-248499492
S1-152215427	S2-813907265,S2-306548805,S3-421934099
S1-479131933	S2-676542360,S2-794633435,S3-931320586,S3-600708945,S3-954235034
S1-753069502	S2-451913316,S3-792625536,S3-977645564,S3-410937368
S1-308447243	S2-152743419,S2-587407799,S2-593043065,S3-120010011
S1-407968062	S2-284171794,S3-961575391
S1-352302916	S2-638432812,S2-255689818,S3-196272995,S3-499606973
S1-160419043	S2-842416297,S2-435190715,S2-617031729,S2-623758515,S2-137913112,S3-821407307,S3-692698495,S3-851389037
S1-152801969	S2-198718378,S2-805681210,S2-351434790,S3-235530788,S3-675543926,S3-22469867
S1-615388096	S2-471970672,S2-189882126,S3-14405413,S3-823413834
S1-885394351	S3-889940914
S1-465160107	S3-294607853
S1-993369459	S2-387077675,S2-936194017,S2-318203837,S3-250343249
S1-698297516	S2-254645831,S3-917173364,S3-827895831
S1-601169539	S2-32932994,S2-621791055,S3-775711417,S3-60480348
S1-288529530	S2-483089240,S3-7462026,S3-695400477
S1-950002257	S2-319436813,S3-391918088,S3-756714702
S1-869356609	S2-469907311,S2-710952364,S2-868165762,S2-380392627,S3-19983235
S1-709613369	S2-221663802,S2-838789845,S3-817903199,S3-80086373,S3-619212053
S1-974648282	S2-210201671,S3-406966886
S1-342582900	S2-91893542,S3-454160503,S3-535113084
S1-974182626	S2-82885057,S2-179911769,S2-47341794,S3-760214561,S3-939584964,S3-724581727,S3-376340049,S3-498746571
S1-537492893	S2-570843968,S2-601716931,S2-190460069,S3-35980537
S1-984845386	S2-44710670,S3-688980913,S3-98661455,S3-796715967
S1-514362997	S2-386398954,S2-295940501,S2-769800879,S3-608551842,S3-202499583,S3-578810073
S1-587088153	S2-849825937,S2-695628430,S2-960537137,S3-112932802,S3-36364683
S1-922452887	S2-220950015,S2-384257890,S3-772904757,S3-65433707
S1-510385052	S2-925359477,S3-997183283
S1-23864141	S2-667767683,S2-385079082,S2-555310075,S3-126328628,S3-249816896,S3-484216970
S1-847609646	S2-279605052,S3-150268359,S3-462198300,S3-99911749
S1-426118714	S2-18933970
S1-629588655	S2-506999375,S2-928540054,S3-372158699,S3-460576189,S3-424204660
S1-531542744	S2-764773907,S3-304509481
S1-263027135	S2-665225359,S2-750991020,S2-468504790
S1-882700138	S3-416753221,S3-752716000,S3-222782705
S1-315925691	S2-370400980,S3-139612247,S3-835861295
S1-257051324	S2-586860986,S3-988481735
S1-110678548	S2-540992743,S3-467156488
S1-742245564	S2-586916143,S2-488365220,S3-323093864
S1-732192905	S2-933979125,S2-676563130,S3-534760379
S1-925094055	S2-60377353,S3-513460618,S3-863399663,S3-919548410,S3-826011561
S1-341994721	S2-574651491,S2-961719252,S2-627197414,S3-390466780
S1-969400525	S2-85391272,S2-898065766,S3-421441844,S3-406459231
S1-843244716	S2-520092733,S3-800127501,S3-557150491
S1-71852308	S2-682845422,S2-364267585,S3-592998698,S3-159573747
S1-477253748	S2-655378209,S3-842784396,S3-926539002
S1-168758555	S2-766047092,S3-386160248
S1-608874640	S2-260037634,S2-193429183,S3-815562661,S3-359530994
S1-474997434	S2-70330402,S2-435516715,S2-609265070,S3-343633704,S3-301746504,S3-151014372
S1-731991294	S2-476043518,S2-86909283,S3-772676018
S1-89566666	S2-807940125,S3-398488872
S1-890140888	S2-597019969,S2-295506979,S3-484999693
S1-606970720	S2-510809660,S2-590427324,S3-683161895,S3-87746353,S3-440058010,S3-590639837
S1-827647595	S2-655156212,S2-192340246,S2-388192497,S3-941043087
S1-422710122	
S1-536903775	S2-766415172,S2-506519319,S3-551673161
S1-8583539	S2-257252062,S2-66138444,S3-234733598
S1-407027597	S2-907743216,S2-504637383,S3-367146531,S3-389483476,S3-939676802,S3-42195248
S1-442331688	S2-392298334,S2-502568585,S3-792653815
S1-271625793	S2-536077974,S2-853424830,S2-939974398,S2-226189337,S3-857495272,S3-931392873,S3-730598124
S1-786434846	S2-667156993,S3-946244917,S3-522731912,S3-507062205
S1-312021607	S3-210854502
S1-630854534	S3-383383400,S3-898118611
S1-949194459	S2-730826993,S2-363340273,S2-905524638,S3-764694206
S1-926249324	S3-51572923
S1-645203548	S2-683920961,S3-37894968,S3-11770848,S3-110366095
S1-560102212	S2-513512597,S2-421444106,S3-349292495,S3-357859496
S1-959326938	S2-737257725,S2-814823800,S2-667777155
S1-730068213	S2-500576363,S2-149159623,S2-22813356,S3-159076423
S1-690893388	
S1-914617909	S3-1915087,S3-682250623
S1-891589404	S2-65520919,S2-886979191,S3-589363880,S3-159552924
S1-970639024	S2-131353632,S3-757639557
S1-458433989	S2-592987972,S2-847717387
S1-998238495	S2-556568085,S2-693183037,S2-837544048,S3-637580821,S3-262795859
S1-341792188	S2-617051033,S2-945724846,S3-405132736,S3-602983173,S3-551144724,S3-699413836
S1-693480393	S2-188480563,S2-474216953
S1-528071132	S2-840984525,S2-994809681,S3-828963537,S3-593194703
S1-180567735	S2-147474147,S2-607257302,S3-151657747,S3-46467937,S3-790682960
S1-117888331	S3-196893044,S3-492465398
S1-782036621	S2-405959468,S3-876633871,S3-466656558
S1-95548919	S2-481145119,S2-137007154,S2-825235637,S2-397816197,S3-107437741
S1-943474964	S2-748476761,S3-938272101,S3-91891314,S3-433950118
S1-980771447	S2-371066946,S3-625220599
S1-898003899	S2-211153433,S2-60671826,S2-616760539,S2-463074393,S3-509143959
S1-563208431	S2-578827905,S2-745841995,S3-124933826,S3-304820989,S3-799096844,S3-24956513
S1-77837577	S2-130068372,S2-887010838,S3-710222541
S1-856314398	S2-476347481,S2-929902787,S2-509786206,S3-878969883,S3-120102200,S3-267931010,S3-51344137
S1-525910009	S2-633553412,S3-108273879,S3-533574234
S1-741744917	S2-258294922,S3-610915065,S3-58383798,S3-233831792,S3-738903279
S1-191292384	
S1-965794417	S2-692881921,S2-724952914,S3-904736487,S3-210320082
S1-425010164	S2-930976109,S2-300865547,S3-375502630
S1-339984346	S2-897513392,S2-734111348,S2-520276946,S3-709188997,S3-719520148,S3-966519680
S1-105748596	S2-568565058,S2-520316426,S3-145758536
S1-162399024	S2-404511060,S2-224608966,S2-657863321,S3-274088519,S3-768279542,S3-153788439,S3-428837610
S1-5196687	S2-134408681,S2-301133754,S2-5790707,S3-406862797,S3-143215419,S3-666115078
S1-351719411	S2-921761000,S3-938485978
S1-67506819	S2-496385613,S2-752405189,S2-585202458,S2-603323543,S3-76699145,S3-951588610,S3-686762509
S1-168975141	S2-373001102,S3-967658754
S1-240027570	S2-220231309,S3-572874168
S1-190914764	
S1-171933320	S2-377804916,S2-290873669,S2-195079537,S3-298657236,S3-751135598
S1-224238162	S3-949928855,S3-731544204,S3-47248793,S3-357899115
S1-468048080	S2-519522366,S3-358701023
S1-847591332	S3-466009372,S3-732862714,S3-355756136
S1-720987821	S2-75000268,S2-200572731,S2-793105222,S3-668022238,S3-49112064,S3-754096826,S3-509855371
S1-703311465	S2-814036776,S3-844887633,S3-667689790,S3-772746500,S3-41475508
S1-934197430	S3-405270729
S1-456049490	S2-607736071,S2-994971705,S2-833866849,S2-389345502,S3-968662005
S1-437204204	S2-723085804,S2-161713302,S3-647142626
S1-218209109	S2-696071301,S3-550054949,S3-867319303
S1-38345711	S2-327651180,S2-356741092,S3-182538726,S3-850549280,S3-115321117,S3-567674608
